"COD_REG_RBD","RURAL_RBD","GEN_ALU","EDAD_ALU","PROM_GRAL","ASISTENCIA","CIENCIAS"
"13","0","1",17,6.5,95,"0"
"13","0","2",18,6.9,91,"0"
"13","0","2",18,6.5,97,"0"
"13","0","1",17,6,99,"0"
"13","0","2",17,7,76,"1"
"5","0","1",17,5.8,95,"0"
"1","0","2",17,5.6,90,"0"
"5","0","2",17,6.9,90,"0"
"13","0","1",19,5.3,92,"0"
"13","0","2",17,5.7,93,"0"
"13","0","1",17,6.9,95,"0"
"3","0","2",17,6.1,63,"0"
"13","0","2",17,4.7,99,"0"
"8","0","1",17,6.1,88,"0"
"8","0","2",18,5.5,78,"0"
"6","0","1",49,6.2,100,"0"
"13","0","1",19,6,80,"0"
"13","1","2",17,5.4,92,"0"
"10","0","2",18,5.5,97,"0"
"16","0","2",17,6.1,86,"0"
"5","0","2",18,5.2,81,"0"
"13","0","1",17,6.4,97,"0"
"8","0","1",17,6,96,"0"
"8","0","1",18,6.7,83,"0"
"13","0","1",18,4.8,65,"0"
"13","0","1",17,6.5,92,"0"
"8","0","2",17,6.8,99,"0"
"8","0","1",18,7,99,"0"
"13","0","2",17,6.5,97,"0"
"13","0","2",17,6.2,97,"0"
"9","0","2",17,5.2,79,"0"
"14","0","1",18,6.2,92,"0"
"13","0","1",18,6.6,90,"0"
"13","0","1",18,5.5,88,"0"
"6","0","2",17,6.6,93,"0"
"1","0","2",17,6.5,94,"0"
"9","0","1",17,6.1,100,"0"
"8","0","2",17,6.8,98,"0"
"4","0","1",17,6.3,94,"0"
"11","0","1",17,5.7,86,"0"
"13","0","2",18,5.8,97,"0"
"13","0","2",17,5.6,92,"0"
"5","0","2",18,6.5,93,"0"
"9","0","2",18,6,94,"0"
"13","0","1",18,6.9,98,"0"
"6","0","2",17,6.7,92,"0"
"13","0","2",18,7,99,"0"
"7","0","1",17,5.8,99,"0"
"13","0","1",18,5.5,97,"0"
"6","0","2",17,6.3,92,"0"
"4","0","1",17,6.4,99,"0"
"3","0","1",17,5.1,83,"0"
"13","0","2",17,6.8,95,"0"
"10","0","2",17,5.5,84,"0"
"5","0","1",23,5.3,86,"0"
"8","0","1",17,5.6,85,"0"
"13","0","2",17,4.8,91,"0"
"7","0","1",17,6.2,93,"0"
"9","0","1",17,5.1,89,"0"
"1","1","2",17,6,90,"0"
"10","0","1",18,6.5,80,"0"
"9","1","2",17,6.4,95,"0"
"4","0","1",18,5.5,87,"0"
"13","0","2",17,6.7,80,"0"
"5","0","2",17,6.9,88,"1"
"13","0","1",18,6.1,100,"0"
"5","0","2",17,6.8,90,"0"
"13","0","1",17,6.5,96,"0"
"1","0","1",17,5.8,97,"0"
"5","0","2",18,6.3,68,"0"
"8","0","1",18,6.1,75,"0"
"9","0","2",17,6.3,96,"0"
"13","0","2",65,6.3,99,"0"
"13","0","2",18,6.3,92,"0"
"13","0","1",17,6.4,95,"0"
"9","0","1",17,6,90,"0"
"5","0","1",17,6.9,96,"0"
"5","0","1",32,5.4,50,"0"
"8","0","1",17,6,97,"0"
"13","0","1",17,6.2,100,"0"
"10","0","1",17,4.9,95,"0"
"2","0","2",17,6,97,"0"
"5","0","2",17,7,86,"0"
"8","0","1",17,5.5,91,"0"
"13","0","1",17,6.1,89,"0"
"13","0","2",17,6.3,83,"0"
"10","0","2",17,6.2,90,"0"
"6","0","1",17,6.3,96,"0"
"7","0","2",17,6.3,89,"0"
"4","0","1",26,5.5,93,"0"
"9","0","1",17,6,86,"0"
"13","0","1",18,5.7,77,"0"
"14","0","1",17,5.9,85,"0"
"13","0","1",17,5,97,"0"
"13","0","1",17,7,94,"0"
"9","1","1",17,6.8,99,"0"
"10","0","1",17,6.8,99,"0"
"9","0","1",17,5.7,81,"0"
"13","0","1",18,6,97,"0"
"2","0","2",18,5.2,82,"0"
"7","0","1",17,5.6,94,"0"
"10","0","1",18,5.9,85,"0"
"13","0","1",17,5.8,94,"0"
"9","0","1",17,6.1,98,"0"
"13","0","2",17,6.7,93,"0"
"9","0","1",17,6.5,96,"0"
"13","0","2",17,6.7,98,"0"
"13","0","2",17,5.8,85,"0"
"6","0","2",18,6.5,80,"0"
"13","0","1",17,7,96,"0"
"5","0","1",17,6.3,86,"0"
"5","0","2",17,6.4,82,"0"
"8","0","1",17,6.4,100,"0"
"13","0","1",17,6.4,93,"0"
"4","0","2",17,6.4,81,"0"
"5","0","1",17,5.8,99,"0"
"13","0","2",17,6.6,92,"0"
"10","0","2",17,5.6,87,"0"
"10","0","2",17,5.9,97,"0"
"13","0","2",17,6.4,87,"0"
"4","0","1",17,5.1,69,"0"
"5","0","2",17,6.2,89,"0"
"8","0","1",17,6.5,94,"0"
"6","0","2",17,6.9,96,"0"
"4","0","1",17,5.4,74,"0"
"7","0","1",17,6.7,100,"0"
"13","0","1",17,5.3,97,"0"
"10","0","1",17,6.4,91,"0"
"13","0","2",17,6.7,88,"1"
"5","0","1",17,6,93,"0"
"9","0","2",18,6.7,91,"0"
"10","0","1",17,6.1,94,"0"
"9","0","1",17,5,88,"0"
"13","0","2",16,5.8,100,"0"
"4","0","2",17,5.8,38,"0"
"10","0","2",17,6.6,92,"0"
"8","0","2",17,5.8,86,"0"
"13","0","2",17,6.3,91,"0"
"7","0","1",17,5.7,90,"0"
"5","0","1",17,6.1,95,"0"
"2","0","1",18,6.3,93,"0"
"13","0","2",17,5,90,"0"
"7","0","1",18,6.8,87,"0"
"15","0","2",18,5.4,74,"0"
"13","0","1",17,6.2,91,"0"
"13","0","1",17,6.3,92,"0"
"8","0","1",17,5.9,88,"0"
"13","0","2",17,6.2,90,"0"
"13","0","1",18,6.4,100,"0"
"9","0","1",23,6.4,85,"0"
"16","0","1",18,6.6,90,"0"
"5","0","1",18,6.3,92,"0"
"13","0","2",17,6.3,94,"0"
"4","0","1",17,6.1,95,"0"
"13","0","2",17,6.6,96,"0"
"13","0","1",17,6.2,88,"0"
"7","0","2",17,6.6,95,"0"
"13","0","2",19,6.1,94,"0"
"9","0","2",17,5.9,95,"0"
"10","1","2",18,6.3,97,"0"
"8","0","1",17,6.2,94,"0"
"1","0","1",20,6.4,99,"0"
"4","0","1",17,5.7,90,"0"
"13","0","2",18,5.9,69,"0"
"16","0","1",17,6.2,85,"0"
"5","0","1",27,5.6,87,"0"
"13","0","1",17,6.1,88,"0"
"13","0","2",17,5.9,94,"0"
"13","0","1",18,5.1,73,"0"
"13","0","2",18,6.5,90,"0"
"7","0","1",17,5.9,95,"0"
"5","0","1",18,5.9,96,"0"
"6","0","1",17,6.5,97,"0"
"13","0","2",17,5.8,99,"0"
"2","0","2",18,5.7,90,"0"
"3","0","2",35,5.6,86,"0"
"7","0","1",17,6.5,98,"1"
"6","0","2",17,6.1,99,"0"
"13","0","2",17,6.7,85,"0"
"6","0","1",17,5.8,94,"0"
"16","1","2",17,6.9,99,"0"
"5","0","1",17,6,98,"0"
"8","0","2",40,5.7,99,"0"
"13","0","2",18,5.9,51,"0"
"7","0","1",17,5.4,83,"0"
"6","0","1",18,5.8,91,"0"
"15","0","1",18,6,90,"0"
"9","0","2",18,7,91,"0"
"6","0","1",17,5.6,91,"0"
"13","0","1",18,5.5,83,"0"
"5","0","2",17,6.5,99,"0"
"16","0","1",17,6.7,85,"0"
"13","0","1",17,5.4,28,"0"
"8","1","1",17,6.9,89,"1"
"5","0","1",17,6.4,99,"0"
"13","0","1",18,6.4,86,"0"
"13","0","1",18,6.3,92,"0"
"5","0","1",17,6.2,96,"1"
"13","0","2",18,6.6,87,"0"
"7","0","2",47,5.9,99,"0"
"14","1","1",17,5.4,83,"0"
"9","0","2",17,5.7,91,"0"
"5","0","1",17,5.9,99,"0"
"10","0","2",18,5.4,81,"0"
"7","0","2",17,6.2,96,"0"
"13","0","1",17,5.5,94,"0"
"7","0","1",18,6.4,79,"0"
"13","0","2",17,6.6,89,"0"
"3","0","2",19,6,86,"0"
"8","0","1",17,6.7,98,"0"
"13","0","1",17,6,93,"0"
"7","0","2",17,5.8,94,"0"
"6","0","1",19,6.5,94,"0"
"1","1","2",17,6,93,"0"
"13","0","2",18,6.7,89,"0"
"13","0","2",18,6.4,95,"0"
"16","0","2",17,6.2,97,"0"
"5","0","1",17,5.8,94,"0"
"13","0","2",18,5.4,64,"0"
"13","0","1",17,5.9,47,"0"
"5","0","1",17,5.7,95,"0"
"8","0","1",17,6.7,88,"0"
"13","0","2",18,6,55,"0"
"5","0","1",17,5.3,85,"0"
"13","0","2",29,6.7,99,"0"
"7","0","2",17,6.4,88,"0"
"2","0","1",17,6.4,98,"0"
"1","0","1",18,5.7,91,"0"
"5","0","1",17,6.2,96,"0"
"13","0","1",17,6.1,96,"0"
"13","0","1",17,6.4,95,"0"
"10","0","1",17,6.7,96,"0"
"13","0","2",17,6.4,94,"0"
"13","0","1",17,6.4,97,"0"
"10","0","1",17,6,86,"0"
"7","0","1",17,5.7,96,"0"
"5","0","2",18,6.8,95,"0"
"11","0","2",42,6.3,100,"0"
"7","0","2",17,5.9,94,"0"
"13","0","2",17,6.4,85,"0"
"9","0","2",17,4.9,85,"0"
"5","0","1",17,5.9,76,"0"
"5","1","2",17,6.9,76,"0"
"7","0","2",17,6.5,91,"0"
"4","0","2",17,6.4,83,"0"
"6","0","2",17,5.6,95,"0"
"10","0","2",17,6.8,99,"0"
"5","0","1",17,6,95,"0"
"9","0","2",17,6.4,85,"0"
"13","0","1",18,5.9,96,"0"
"13","0","2",17,6.6,97,"0"
"10","0","2",18,6.6,86,"0"
"4","0","2",17,6.5,85,"0"
"14","0","1",16,6,100,"0"
"10","0","2",17,6.4,99,"0"
"13","0","2",17,6.5,89,"0"
"13","0","1",17,5.1,88,"0"
"8","0","2",17,5.8,93,"0"
"9","0","1",20,6.5,86,"0"
"13","0","1",17,6,96,"0"
"16","0","2",17,6.4,94,"0"
"12","0","1",17,5.5,98,"0"
"3","0","2",18,7,79,"0"
"9","0","2",17,6.7,99,"0"
"4","0","1",47,6.2,95,"0"
"9","0","1",17,5.6,96,"0"
"9","0","1",17,6.5,90,"0"
"16","1","2",17,6.8,92,"0"
"8","0","2",17,6.5,95,"0"
"5","0","1",18,5.1,93,"0"
"13","0","1",17,5.9,99,"0"
"5","0","2",17,6.7,92,"0"
"5","0","2",41,6.4,85,"0"
"10","0","2",17,6.9,99,"0"
"8","0","2",17,6.3,97,"0"
"8","0","1",18,5.4,94,"0"
"8","0","2",17,6.4,82,"0"
"6","0","2",17,6.4,89,"0"
"13","0","1",17,6.6,93,"0"
"5","0","2",17,6.6,91,"0"
"5","0","1",19,5.6,79,"0"
"14","0","2",17,6.3,95,"0"
"13","0","1",17,6.8,90,"0"
"6","0","2",17,6,85,"0"
"13","0","1",17,5.3,91,"0"
"1","0","1",17,6.6,98,"0"
"7","0","2",17,6.2,97,"0"
"13","0","2",17,5.3,86,"0"
"13","0","2",18,6.7,97,"1"
"10","0","2",18,6.7,98,"0"
"10","0","1",18,5.9,97,"0"
"13","0","2",29,5.2,98,"0"
"13","0","2",39,6.7,92,"0"
"8","0","1",18,5.4,87,"0"
"13","0","2",17,6.7,95,"0"
"13","0","2",17,6.4,98,"0"
"10","1","1",21,5.9,86,"0"
"2","0","1",17,5.2,87,"0"
"13","0","2",17,6.8,65,"0"
"9","0","2",18,6.6,94,"0"
"13","0","1",17,6.2,81,"0"
"2","0","1",17,6.4,96,"0"
"13","0","2",17,5.4,90,"0"
"9","0","2",17,6.2,99,"0"
"7","0","1",17,5.4,86,"0"
"11","1","1",17,6.4,94,"0"
"13","0","1",18,5.3,86,"0"
"5","0","2",17,6.8,99,"0"
"5","0","1",17,6.4,97,"0"
"2","0","2",17,5.5,90,"0"
"8","0","2",17,6.8,99,"0"
"6","0","1",18,5.7,99,"0"
"8","0","1",19,6.3,97,"0"
"13","0","1",17,6.7,97,"0"
"13","0","2",17,6.5,96,"0"
"5","0","1",17,4.8,90,"0"
"13","0","1",17,6.2,81,"0"
"10","0","1",17,4.9,88,"0"
"7","0","1",17,6,79,"1"
"4","0","2",18,6.6,94,"0"
"1","0","1",17,6.7,95,"0"
"13","0","1",18,6.4,94,"0"
"7","0","2",17,7,95,"1"
"13","0","2",17,6.8,98,"0"
"13","0","2",17,5.7,90,"0"
"8","0","1",17,6.2,90,"0"
"13","0","2",17,5.6,99,"0"
"2","0","1",22,5.7,85,"0"
"13","0","2",17,5.7,99,"0"
"5","0","1",17,6.5,97,"0"
"5","0","1",18,5.5,99,"0"
"8","0","1",17,6.6,85,"0"
"13","0","1",18,5.4,79,"0"
"9","0","1",17,5.9,100,"0"
"16","0","2",17,6.6,99,"0"
"15","0","1",17,5.7,85,"0"
"13","0","1",18,6.5,98,"0"
"5","0","1",17,6.5,91,"0"
"7","0","2",17,6.6,85,"0"
"14","0","1",18,6.6,98,"0"
"7","0","1",17,6.6,96,"0"
"5","0","1",18,6.4,95,"0"
"5","0","2",17,6.5,99,"0"
"1","0","1",17,6.3,99,"0"
"16","0","1",18,7,100,"0"
"13","0","1",17,6.3,96,"0"
"15","0","1",17,6.7,97,"0"
"5","0","1",18,5.7,87,"0"
"13","0","2",17,6.1,43,"0"
"13","0","1",18,6.6,99,"0"
"13","0","1",17,5.6,95,"0"
"13","0","2",18,5.9,83,"0"
"13","0","1",18,6.4,99,"0"
"6","0","1",17,5.9,93,"0"
"13","0","1",18,6.2,97,"0"
"8","0","1",20,5.3,97,"0"
"7","0","2",18,6.6,90,"0"
"5","0","1",17,6.4,100,"0"
"6","0","2",26,6.5,69,"0"
"13","0","2",39,5.8,96,"0"
"6","0","2",17,7,99,"0"
"13","0","2",17,5.3,72,"0"
"8","0","2",17,6.5,89,"0"
"5","0","2",17,4.8,100,"0"
"7","0","2",17,6.1,93,"0"
"10","0","2",17,5.4,93,"0"
"13","0","2",18,6.7,89,"0"
"13","0","1",17,6.7,93,"0"
"13","0","2",18,6.6,94,"0"
"9","0","2",17,6.3,95,"0"
"5","0","2",18,6,97,"0"
"13","0","2",17,6.8,97,"0"
"5","0","2",17,6.7,81,"1"
"13","0","1",17,4.9,97,"0"
"4","0","1",17,6.6,96,"0"
"10","0","2",17,6.8,98,"0"
"13","0","2",18,6.5,100,"0"
"15","0","1",18,5.2,89,"0"
"7","0","1",17,5.9,99,"0"
"6","0","1",17,6.8,100,"0"
"5","0","2",17,5.2,92,"0"
"1","0","2",17,5.2,92,"0"
"10","0","2",17,6.1,93,"1"
"5","0","2",17,6.3,88,"0"
"13","0","1",18,5.5,70,"0"
"4","0","1",18,5.3,98,"0"
"5","0","2",17,6.8,91,"0"
"8","0","1",18,6.8,88,"0"
"4","0","1",18,6.4,97,"0"
"8","0","1",17,6.4,98,"0"
"13","0","2",33,6.3,82,"0"
"13","0","2",18,6.4,96,"0"
"7","0","1",18,6.3,99,"0"
"8","0","2",34,6.7,100,"0"
"16","0","1",17,6.5,82,"0"
"13","0","2",17,6.7,82,"0"
"11","0","1",17,4.8,85,"0"
"13","0","1",17,6,99,"0"
"13","0","1",18,7,96,"0"
"13","0","2",17,6,95,"0"
"10","0","1",17,6.7,93,"0"
"5","0","2",18,6,61,"0"
"6","0","2",17,6.5,97,"0"
"13","0","1",19,5.1,85,"0"
"7","0","2",17,6.3,99,"0"
"13","0","2",17,6.5,96,"0"
"13","0","1",17,5.7,87,"0"
"13","0","2",17,5.9,97,"0"
"8","0","1",18,4.7,98,"0"
"13","0","2",17,7,98,"0"
"13","0","2",17,5.9,83,"0"
"10","0","1",17,5.6,96,"0"
"8","0","1",17,6.1,90,"0"
"13","0","1",17,6.4,95,"0"
"8","0","2",17,6.7,88,"0"
"13","0","1",17,5.7,77,"0"
"13","0","2",17,5.7,88,"0"
"13","0","1",17,6.9,93,"0"
"3","0","1",17,5.3,90,"0"
"13","0","2",18,5.7,86,"0"
"7","0","2",17,6.8,99,"0"
"13","0","1",18,6.1,99,"0"
"1","0","1",19,5.7,97,"0"
"12","0","2",18,5.8,91,"0"
"9","0","1",18,6.6,97,"0"
"10","0","2",18,6.7,87,"0"
"9","0","1",17,6,92,"0"
"7","0","2",17,7,97,"0"
"14","0","2",17,6.8,96,"0"
"14","0","1",17,5.9,98,"0"
"13","0","2",17,6.8,91,"0"
"13","0","2",17,6.9,90,"0"
"9","0","1",17,6,95,"0"
"13","0","1",17,5.3,94,"0"
"8","0","2",17,6.8,96,"0"
"5","0","1",17,5.2,95,"0"
"8","0","2",17,6,90,"0"
"14","0","1",17,5.6,97,"0"
"14","0","1",17,5.6,97,"0"
"14","0","1",17,5.6,97,"0"
"14","0","1",17,5.6,97,"0"
"5","0","2",17,6.3,83,"0"
"7","0","2",17,6.6,100,"0"
"13","0","1",17,6.9,98,"0"
"8","0","2",18,5.3,99,"0"
"6","0","2",18,6.1,94,"0"
"9","0","2",17,6.7,94,"0"
"5","0","1",17,5.6,98,"0"
"13","0","1",18,6.1,96,"0"
"13","0","1",19,5.6,80,"0"
"7","0","2",18,6.2,90,"0"
"5","0","1",17,5.7,90,"0"
"7","0","2",17,6,93,"0"
"5","0","1",17,5.3,87,"0"
"13","0","2",17,6.8,98,"0"
"13","0","1",18,6.7,93,"0"
"13","0","2",17,6.4,92,"0"
"13","0","1",17,5.6,97,"0"
"2","0","1",17,6.6,100,"0"
"6","0","2",17,6.7,95,"0"
"8","0","1",18,4.9,90,"0"
"8","0","2",17,6.4,96,"0"
"8","0","2",17,6.5,99,"0"
"13","0","2",17,6.3,85,"0"
"9","0","2",17,6.6,97,"0"
"13","0","1",18,6.3,95,"0"
"2","0","1",17,6.6,95,"0"
"13","0","1",18,5.6,83,"0"
"13","0","1",17,6.4,97,"0"
"14","0","2",17,5.9,90,"0"
"13","0","1",17,5.2,97,"0"
"9","1","2",59,6.9,100,"0"
"2","0","1",17,5.3,72,"0"
"10","0","1",17,6.9,94,"0"
"7","0","1",17,6.6,98,"0"
"16","0","2",18,5.3,74,"0"
"15","0","2",17,6.6,86,"0"
"10","0","2",19,5.8,96,"0"
"13","0","1",18,5.9,94,"0"
"14","1","2",17,6.7,96,"0"
"10","0","2",17,6.6,83,"0"
"6","0","1",17,5.9,100,"0"
"2","0","2",17,6.1,91,"0"
"13","0","1",17,5.6,96,"0"
"10","0","1",17,5,86,"0"
"5","0","2",17,6.2,94,"0"
"13","1","1",17,6.3,92,"0"
"13","0","2",18,6.5,98,"1"
"7","0","1",29,6,96,"0"
"5","0","1",21,4.8,85,"0"
"4","0","1",17,6.5,93,"0"
"3","0","1",17,5.7,87,"0"
"13","0","1",17,6.2,93,"0"
"13","0","1",18,4.8,84,"0"
"9","0","2",17,6.1,88,"0"
"13","0","2",17,6.3,95,"0"
"13","0","1",18,5.5,97,"0"
"6","0","1",17,5.8,99,"0"
"8","0","1",17,6.3,96,"0"
"3","0","2",18,5.8,82,"0"
"5","0","2",17,6.8,93,"0"
"8","0","1",17,5.7,93,"0"
"5","0","1",17,6.2,86,"0"
"5","0","2",17,6.4,63,"0"
"4","0","1",18,6,90,"0"
"10","0","1",17,6.1,76,"0"
"10","0","2",17,6.1,86,"0"
"9","0","2",18,6.4,99,"0"
"6","0","1",17,5.2,87,"0"
"2","0","1",18,5.7,100,"0"
"6","0","2",17,6.3,85,"0"
"13","0","1",17,6.5,68,"0"
"1","0","1",18,5.3,89,"0"
"5","0","1",17,6.3,100,"0"
"3","0","1",17,5.8,95,"0"
"2","0","1",17,6.3,36,"0"
"10","0","2",17,6.3,91,"0"
"13","0","2",17,7,98,"0"
"5","0","1",17,6.2,89,"0"
"13","0","1",18,5,97,"0"
"13","0","1",17,6.8,97,"0"
"8","0","1",17,6.6,99,"0"
"9","0","2",17,6,86,"0"
"10","0","1",18,6.6,96,"0"
"13","0","1",17,5.4,84,"0"
"13","0","2",18,6.4,97,"0"
"16","0","2",17,6.4,97,"0"
"13","0","1",19,6.6,85,"0"
"16","0","2",17,6.5,95,"0"
"13","0","2",17,5.8,93,"0"
"13","0","1",17,6.5,91,"0"
"13","0","2",26,5.5,98,"0"
"5","0","1",18,6.2,69,"0"
"5","0","1",17,5.8,90,"0"
"13","0","1",19,6.7,83,"0"
"7","0","2",17,6.9,95,"0"
"7","0","2",17,5.7,98,"0"
"13","0","1",17,6.2,83,"0"
"13","0","2",17,6.9,100,"0"
"5","0","2",17,6.6,85,"0"
"5","0","1",19,5.4,55,"0"
"7","0","1",18,6.6,89,"0"
"6","0","1",18,5.3,89,"0"
"10","0","2",18,6.1,82,"0"
"4","0","2",17,6.7,100,"0"
"13","0","1",18,5.3,94,"0"
"8","0","1",17,5.5,96,"0"
"8","0","2",17,6,91,"0"
"5","0","2",20,5.6,84,"0"
"8","0","1",17,6.3,98,"0"
"1","0","2",42,6.2,90,"0"
"13","0","2",17,6.6,82,"0"
"13","0","1",17,6.7,96,"0"
"5","0","2",17,6.9,100,"0"
"5","0","1",17,6.8,96,"0"
"4","0","2",17,6.1,94,"0"
"13","0","1",17,5.7,93,"0"
"3","0","2",18,5.3,100,"0"
"13","0","2",18,6.6,97,"0"
"6","0","1",19,6.1,94,"0"
"13","0","1",17,6.9,97,"0"
"5","0","1",18,6.3,95,"0"
"8","0","1",18,5.4,93,"0"
"7","0","1",17,6.4,94,"0"
"8","0","1",17,6.5,98,"0"
"3","0","2",17,6.5,76,"0"
"13","0","1",17,6.5,97,"0"
"14","1","1",18,6,89,"0"
"13","0","1",17,5.4,95,"0"
"5","0","2",17,5.3,89,"0"
"16","0","1",17,6.7,94,"0"
"13","0","2",17,4.6,85,"0"
"5","0","1",17,5.8,93,"0"
"7","0","2",17,6,74,"0"
"7","0","1",17,6.8,98,"0"
"14","0","1",17,6.5,95,"0"
"13","0","1",17,6.8,91,"0"
"13","0","2",18,6.6,93,"0"
"7","0","2",17,6.9,88,"0"
"10","0","1",17,6.2,95,"0"
"13","0","2",18,7,85,"0"
"9","0","1",18,5.8,92,"0"
"6","0","1",19,6.6,97,"0"
"13","0","1",17,5.6,79,"0"
"14","0","1",22,6.3,85,"0"
"13","0","1",18,6,67,"0"
"7","0","2",17,5.8,97,"0"
"5","1","2",17,6.8,89,"0"
"13","0","2",18,6.3,93,"0"
"6","0","1",18,6.5,97,"0"
"5","0","2",17,5.5,76,"0"
"9","0","2",17,6.5,94,"0"
"4","0","1",18,5.1,100,"0"
"9","0","1",17,6.9,100,"0"
"1","0","1",18,6.6,93,"0"
"13","0","2",17,6.7,95,"0"
"6","0","2",17,6.2,97,"0"
"1","0","2",45,5.3,86,"0"
"9","0","1",17,6.5,91,"0"
"10","0","1",17,6.8,100,"1"
"13","0","1",18,6.4,98,"0"
"13","0","2",17,6.1,96,"0"
"13","0","2",17,5.7,85,"0"
"13","0","2",17,5.3,82,"0"
"13","0","2",17,6.7,99,"0"
"9","0","2",17,5.8,97,"0"
"13","0","2",17,7,81,"0"
"8","0","2",17,6.2,99,"0"
"3","0","1",17,6.2,89,"0"
"13","0","2",17,6.5,98,"0"
"4","0","1",17,6.8,97,"0"
"5","0","2",18,6.6,93,"0"
"9","0","1",17,5.1,87,"0"
"8","0","2",17,6.5,90,"0"
"4","0","2",17,6.5,85,"0"
"5","0","2",20,6.3,86,"0"
"6","0","1",18,5.7,88,"0"
"13","0","1",19,5.7,85,"0"
"7","0","1",17,6,93,"0"
"8","0","1",17,6.3,100,"0"
"5","0","2",17,6.7,96,"0"
"13","0","1",17,6.2,96,"0"
"4","0","2",17,6.7,39,"0"
"3","0","2",18,6.9,99,"0"
"13","0","1",18,6.8,95,"0"
"13","0","1",17,6.1,81,"0"
"16","0","2",18,5.7,88,"0"
"16","0","2",18,5.7,88,"0"
"16","0","2",18,5.7,88,"0"
"16","0","2",18,5.7,88,"0"
"1","0","2",17,5.7,92,"0"
"13","0","1",18,5.4,93,"1"
"13","0","1",19,6.3,97,"0"
"13","0","2",17,7,92,"0"
"13","0","2",17,5,92,"0"
"5","0","1",17,4.8,93,"0"
"4","0","1",17,6,86,"0"
"10","0","1",17,6.2,97,"0"
"5","0","1",17,5.7,86,"0"
"5","0","2",17,6.9,97,"0"
"13","0","2",17,6.8,100,"0"
"13","0","2",17,6.7,86,"0"
"2","0","1",18,6,95,"0"
"10","0","1",17,5.7,87,"0"
"3","0","1",17,6.5,86,"0"
"7","0","2",17,6.4,99,"0"
"6","1","1",18,5.1,72,"0"
"13","0","1",17,6.6,99,"0"
"10","0","2",17,6.9,99,"0"
"13","0","2",59,6.9,98,"0"
"8","0","1",17,5.5,87,"0"
"5","0","1",19,5,68,"0"
"13","0","2",17,5.8,93,"0"
"13","0","2",17,5.8,93,"0"
"13","0","2",17,5.8,93,"0"
"13","0","2",17,5.8,93,"0"
"5","0","1",17,6.5,90,"0"
"13","0","2",17,6.9,94,"0"
"13","0","2",18,6.9,82,"0"
"5","0","1",17,6.3,94,"0"
"4","0","1",17,6.1,80,"0"
"13","0","2",17,6.1,99,"0"
"13","0","1",17,5.6,93,"0"
"5","0","2",18,5.9,82,"0"
"6","0","1",18,4.7,96,"0"
"8","0","2",17,6.4,58,"0"
"13","0","1",17,6.7,92,"0"
"8","0","2",17,5.7,96,"0"
"13","0","2",17,6.5,95,"0"
"8","0","1",18,5.4,89,"0"
"4","0","2",17,6.1,99,"0"
"13","0","2",17,6.4,93,"0"
"13","0","1",17,6,99,"0"
"4","0","1",17,5.1,65,"0"
"4","0","1",17,6.9,96,"0"
"14","0","1",19,6.3,91,"1"
"2","0","2",18,6.2,89,"0"
"13","0","2",35,6.6,97,"0"
"10","0","2",17,6.5,57,"0"
"13","0","2",17,6.5,95,"0"
"7","0","1",17,6.7,95,"0"
"8","0","1",17,5.5,80,"0"
"8","0","2",17,6.6,97,"0"
"4","0","2",17,6.2,96,"0"
"15","0","2",17,6.4,85,"0"
"13","0","1",26,6,12,"0"
"13","0","1",17,6.8,93,"0"
"5","0","2",17,7,95,"0"
"8","0","2",18,6.2,84,"0"
"10","0","2",17,6.3,97,"0"
"13","0","1",17,6.5,99,"1"
"13","0","2",17,6.5,82,"0"
"10","0","2",17,6.9,97,"0"
"13","0","2",17,6.6,86,"0"
"5","0","1",19,4.5,100,"0"
"5","0","1",17,5.3,63,"0"
"5","0","1",17,5.3,63,"0"
"5","0","1",17,5.3,63,"0"
"5","0","1",17,5.3,63,"0"
"4","0","2",17,5.5,97,"0"
"7","0","2",17,6.5,98,"0"
"13","0","2",18,6.2,100,"0"
"8","0","1",17,6.7,95,"1"
"13","0","2",17,6.5,88,"0"
"13","0","1",18,6.8,97,"0"
"8","0","1",17,6,85,"0"
"13","0","2",17,5.9,88,"0"
"2","0","2",17,6.6,86,"1"
"5","0","2",18,6.4,90,"1"
"13","0","1",18,5.9,92,"0"
"4","0","2",17,5.8,93,"0"
"8","0","1",17,5.5,80,"0"
"9","0","1",17,6.3,99,"0"
"8","0","2",17,5.4,63,"0"
"13","0","1",18,6.7,84,"0"
"13","0","1",26,5.9,95,"0"
"13","0","1",18,6.9,96,"0"
"13","0","1",17,5.2,99,"0"
"13","0","1",17,6.1,99,"0"
"7","0","2",39,6,100,"0"
"8","0","2",17,6.4,73,"0"
"5","0","1",18,6,100,"0"
"13","0","2",17,5.6,90,"0"
"13","0","1",19,6.4,84,"0"
"13","0","2",17,6.2,94,"0"
"14","0","2",17,6.8,96,"0"
"9","0","2",33,5.4,98,"0"
"13","0","1",17,6.3,97,"0"
"7","0","1",17,6,78,"0"
"13","0","2",18,6.8,99,"1"
"8","0","1",17,6.3,92,"0"
"4","0","1",17,5.5,90,"0"
"13","0","1",17,5.2,93,"0"
"5","0","2",17,6.2,84,"0"
"8","0","2",17,5.9,80,"0"
"6","0","1",17,6.6,98,"0"
"9","0","1",17,5.1,77,"0"
"14","0","1",17,6.5,99,"0"
"13","0","1",18,5.1,73,"0"
"6","0","1",18,5.8,95,"0"
"13","0","1",17,5.5,85,"0"
